freq_ghz,theta_deg,rcs_db
1.0,28.0,2.083509272895512
1.0,29.0,0.759187812078083
1.0,30.0,0.08125618191158922
1.0,31.0,-0.11630899617534296
1.0,32.0,0.7053731170528323
1.0,33.0,1.5146195976438406
1.0,34.0,3.117039227882851
1.0,35.0,4.7672574544264
1.0,36.0,5.785795581333348
1.0,37.0,6.7918060183703135
1.0,38.0,7.277908680883966
1.0,39.0,6.993451146186798
1.0,40.0,6.006026852848053
1.0,41.0,4.6984650502779335
1.0,42.0,2.6781561087558967
1.0,43.0,0.6934469247114521
1.0,44.0,-1.5782012938384389
1.0,45.0,-3.221528752762504
1.0,46.0,-4.898940912262688
1.0,47.0,-5.70561489224354
1.0,48.0,-5.786497741307864
1.0,49.0,-5.5468546803069865
1.0,50.0,-4.422456459895823
1.0,51.0,-2.9758793727125936
1.0,52.0,-1.7904304350858076
1.0,53.0,-0.23568827482885307
1.0,54.0,0.8200844337550565
1.0,55.0,1.4110284977462297
1.0,56.0,1.1240056904882678
1.0,57.0,0.37520281068399497
1.0,58.0,-0.780538789024071
1.0,59.0,-2.6068974194176495
1.0,60.0,-4.681647436522905
1.0,61.0,-6.774817778598231
1.0,62.0,-8.774209286814234
1.0,63.0,-10.161395511473268
1.0,64.0,-11.05747480317172
1.0,65.0,-11.401410584643207
1.0,66.0,-10.73100198517387
1.0,67.0,-9.891192691546493
1.0,68.0,-8.674880965828208
1.0,69.0,-6.918486062776126
1.0,70.0,-5.560052956465577
1.0,71.0,-4.143409381769224
1.0,72.0,-3.339553379142326
1.0,73.0,-3.3733513369002504
1.0,74.0,-3.6812897211156272
1.0,75.0,-4.833791222253582
1.0,76.0,-6.379924245102687
1.0,77.0,-8.161573008324496
1.0,78.0,-10.338094016214908
1.0,79.0,-12.18442865216525
1.0,80.0,-13.607303332798043
1.0,81.0,-14.453180403626465
1.0,82.0,-14.578638152364084
1.0,83.0,-14.069244126053745
1.0,84.0,-13.014835732999716
1.0,85.0,-11.456105991910633
1.0,86.0,-9.798431843121673
1.0,87.0,-7.916824971246118
1.0,88.0,-6.587796604373609
1.0,89.0,-5.227475882214106
1.0,90.0,-4.956799026836425
6.444444444444445,-90.0,-5.090506699468594
6.444444444444445,-89.0,-13.786236402124548
6.444444444444445,-88.0,-9.71342333264886
6.444444444444445,-87.0,-6.584778291505635
6.444444444444445,-86.0,-14.826906031529903
6.444444444444445,-85.0,-6.122097028000649
6.444444444444445,-84.0,-9.993008463727694
6.444444444444445,-83.0,-13.17758141381578
6.444444444444445,-82.0,-4.768078864618484
6.444444444444445,-81.0,-13.227277327815294
6.444444444444445,-80.0,-9.116757899900898
6.444444444444445,-79.0,-5.853339387935205
6.444444444444445,-78.0,-14.256429780095235
6.444444444444445,-77.0,-5.3051716733273375
6.444444444444445,-76.0,-8.97575074605144
6.444444444444445,-75.0,-12.152861707335132
6.444444444444445,-74.0,-3.468347533185141
6.444444444444445,-73.0,-11.943381700662181
6.444444444444445,-72.0,-8.029382990873241
6.444444444444445,-71.0,-4.432987620133249
6.444444444444445,-70.0,-12.601467570384425
6.444444444444445,-69.0,-3.670953986089832
6.444444444444445,-68.0,-7.253378545191353
6.444444444444445,-67.0,-10.502798159837278
6.444444444444445,-66.0,-1.78766522093115
